case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.151071,0.800000,169.191455,20381130.729211,939.952530,0.151071,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,39.085000,55.769599
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.160998,-0.600000,-146.108409,20615480.103284,974.056062,0.160998,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-192.661214,-188.405812
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.176688,1.100000,225.747739,20939221.636539,1026.126087,0.176688,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,244.540476,234.712206
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.200639,-0.900000,-198.330632,21352224.837277,1101.836844,0.200639,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-174.837776,-191.341423
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.226735,0.400000,283.182504,21724584.582356,1179.927100,0.226735,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,225.664966,219.481599
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.271271,-0.700000,-208.732912,22228044.355590,1304.580701,0.271271,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-297.336883,-292.467152
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.329559,1.600000,290.962840,22718808.288243,1454.814202,0.329559,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,271.112231,278.730290
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.385855,-1.300000,-222.479688,23067936.153357,1589.140631,0.385855,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-115.566800,-119.578791
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.210223,1.040000,137.393392,20357901.751246,1144.944930,0.210223,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2266.105973,144.453459
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.240961,-0.780000,-247.174575,20853374.726478,1235.872876,0.240961,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-785.163774,-336.602255
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.303874,1.430000,492.560322,21601689.682085,1407.315205,0.303874,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1478.909856,571.953898
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.461383,-1.170000,-1066.863748,22696157.398183,1778.106246,0.461383,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2642.271337,-1161.274067
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.818574,0.520000,2328.731972,23780978.016852,2451.296813,0.818574,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2753.079122,1256.047884
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.299423,-0.910000,4087.746722,24391186.937499,3554.562367,1.299423,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4165.707361,1830.551577
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.046185,2.080000,-8371.875362,24809609.650845,5232.422102,2.046185,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-11475.421910,-11612.531846
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.795712,-1.690000,14066.151288,25052196.133241,6393.705131,2.795712,2031.807473,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7196.874420,10585.094724
