case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.149923,0.800000,3.168918,20380964.705525,17.605098,0.149923,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.732056,1.044551
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159774,-0.600000,-2.736577,20615623.473892,18.243850,0.159774,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.608497,-3.528796
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175345,1.100000,4.228204,20939000.115661,19.219110,0.175345,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.580186,4.396106
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199114,-0.900000,-3.714688,21352419.451696,20.637155,0.199114,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.274676,-3.583783
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225012,0.400000,5.303944,21724306.702073,22.099768,0.225012,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.226655,4.110841
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.269209,-0.700000,-3.909520,22228249.176920,24.434502,0.269209,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-5.569048,-5.477841
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.327054,1.600000,5.449668,22718522.772566,27.248341,0.327054,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.077875,5.220559
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.382922,-1.300000,-4.166994,23068154.463119,29.764245,0.382922,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.164552,-2.239691
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208626,1.040000,2.573347,20357766.929603,21.444560,0.208626,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,42.452374,2.705849
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.239130,-0.780000,-4.629524,20853617.269698,23.147620,0.239130,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-14.701994,-6.304401
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.301564,1.430000,9.225543,21601206.344997,26.358696,0.301564,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-27.703839,10.712010
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.457876,-1.170000,-19.982117,22697204.276307,33.303528,0.457876,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-49.493439,-21.750863
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.812353,0.520000,43.616623,23778692.895282,45.912235,0.812353,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,51.570823,23.526161
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.289547,-0.910000,76.562572,24387175.743474,66.576150,1.289547,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,78.033996,34.286716
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.030634,2.080000,-156.803333,24817824.707323,98.002083,2.030634,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-214.930019,-217.500063
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.774464,-1.690000,263.455834,25038393.416539,119.752652,2.774464,38.055295,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,134.772100,198.255839
