case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.152798,0.800000,172.275211,20381133.814694,957.084507,0.152798,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,39.797378,56.786080
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.162839,-0.600000,-148.771444,20615477.442090,991.809625,0.162839,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-196.172744,-191.839779
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.178709,1.100000,229.862314,20939225.753135,1044.828700,0.178709,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,248.997577,238.990172
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.202933,-0.900000,-201.945491,21352221.224713,1121.919394,0.202933,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-178.024440,-194.828892
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.229328,0.400000,288.343910,21724589.746355,1201.432956,0.229328,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,229.778031,223.481964
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.274373,-0.700000,-212.537368,22228040.554237,1328.358548,0.274373,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-302.756277,-297.797786
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.333328,1.600000,296.266054,22718813.595225,1481.330268,0.333328,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,276.053634,283.810543
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.390268,-1.300000,-226.534698,23067932.102760,1618.104988,0.390268,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-117.673158,-121.758278
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.212627,1.040000,139.897582,20357904.257841,1165.813186,0.212627,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2307.400184,147.086059
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.243717,-0.780000,-251.679685,20853370.224124,1258.398424,0.243717,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-799.478489,-342.737396
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.307349,1.430000,501.537937,21601698.663175,1432.965534,0.307349,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1505.860866,582.379138
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.466659,-1.170000,-1086.308863,22696137.958344,1810.514772,0.466659,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2690.426168,-1182.439478
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.827936,0.520000,2371.176438,23781020.470679,2495.975198,0.827936,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2803.251586,1278.940475
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.314283,-0.910000,4162.251744,24391261.457382,3619.349342,1.314283,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4241.621978,1863.915087
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.069586,2.080000,-8524.464748,24809457.084860,5327.790467,2.069586,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-11684.579922,-11824.186857
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.827684,-1.690000,14322.526984,25052452.540910,6510.239538,2.827684,2068.840066,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7328.071696,10778.023791
