case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.151071,0.800000,3.322190,20380964.859945,18.456611,0.151071,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.767463,1.095074
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.160998,-0.600000,-2.868939,20615623.342754,19.126258,0.160998,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.783031,-3.699475
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.176688,1.100000,4.432711,20939000.321512,20.148688,0.176688,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.801718,4.608734
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.200639,-0.900000,-3.894358,21352419.273551,21.635321,0.200639,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.433063,-3.757122
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.226735,0.400000,5.560482,21724306.960335,23.168676,0.226735,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.431088,4.309672
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.271271,-0.700000,-4.098614,22228248.989888,25.616335,0.271271,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-5.838408,-5.742790
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.329559,1.600000,5.713255,22718523.038657,28.566273,0.329559,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.323479,5.473064
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.385855,-1.300000,-4.368541,23068154.264505,31.203864,0.385855,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.269246,-2.348019
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.210223,1.040000,2.697813,20357767.055667,22.481778,0.210223,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,44.505677,2.836723
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.240961,-0.780000,-4.853442,20853617.047612,24.267210,0.240961,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-15.413096,-6.609329
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.303874,1.430000,9.671759,21601206.793522,27.633598,0.303874,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-29.043798,11.230123
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.461383,-1.170000,-20.948600,22697203.313331,34.914334,0.461383,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-51.887305,-22.802896
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.818574,0.520000,45.726247,23778695.011127,48.132891,0.818574,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,54.065165,24.664060
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.299423,-0.910000,80.265706,24387179.456483,69.796266,1.299423,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,81.808287,35.945075
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.046185,2.080000,-164.387505,24817817.138703,102.742190,2.046185,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-225.325630,-228.019979
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.795712,-1.690000,276.198511,25038406.180464,125.544778,2.795712,39.895931,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,141.290700,207.844962
