case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.149817,0.800000,1.334774,20380962.871275,7.415411,0.149817,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.308348,0.439974
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159662,-0.600000,-1.152669,20615625.057688,7.684459,0.159662,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1.519929,-1.486358
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175221,1.100000,1.780954,20938997.668288,8.095246,0.175221,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,1.929212,1.851676
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.198974,-0.900000,-1.564657,21352421.601587,8.692538,0.198974,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1.379320,-1.509519
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.224853,0.400000,2.234065,21724303.632035,9.308603,0.224853,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,1.780302,1.731520
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.269020,-0.700000,-1.646722,22228251.439529,10.292012,0.269020,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.345728,-2.307311
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.326824,1.600000,2.295445,22718519.618112,11.477224,0.326824,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2.138843,2.198942
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.382652,-1.300000,-1.755172,23068156.874671,12.536943,0.382652,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.911727,-0.943376
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208478,1.040000,1.083915,20357765.440024,9.032624,0.208478,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,17.881327,1.139727
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.238961,-0.780000,-1.949993,20853619.949060,9.749966,0.238961,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-6.192582,-2.655465
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.301351,1.430000,3.885874,21601201.005116,11.102498,0.301351,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-11.669103,4.511983
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.457553,-1.170000,-8.416631,22697215.841471,14.027718,0.457553,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-20.847061,-9.161643
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.811780,0.520000,18.371678,23778667.649764,19.338609,0.811780,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,21.722081,9.909414
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.288638,-0.910000,32.248781,24387131.428774,28.042418,1.288638,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,32.868609,14.441849
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.029203,2.080000,-66.046845,24817915.462380,41.279278,2.029203,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-90.530270,-91.612803
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.772508,-1.690000,110.969749,25038240.928500,50.440795,2.772508,16.029201,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,56.766999,83.506976
