case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.151465,0.800000,408.052296,20381369.590446,2266.957202,0.151465,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,94.263903,134.504033
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.161418,-0.600000,-352.381104,20615273.831009,2349.207363,0.161418,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-464.656840,-454.393415
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.177149,1.100000,544.453519,20939540.342781,2474.788724,0.177149,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,589.777706,566.073920
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.201162,-0.900000,-478.329533,21351944.838900,2657.386292,0.201162,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-421.669269,-461.472781
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.227327,0.400000,682.973444,21724984.373888,2845.722684,0.227327,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,544.253603,529.340938
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.271979,-0.700000,-503.417527,22227749.671683,3146.359547,0.271979,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-717.111544,-705.366404
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.330419,1.600000,701.737891,22719219.064154,3508.689456,0.330419,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,653.861773,672.234957
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.386862,-1.300000,-536.571705,23067622.062348,3832.655036,0.386862,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-278.719332,-288.396254
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.210772,1.040000,331.362413,20358095.720816,2761.353442,0.210772,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5463.729182,348.340123
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.241590,-0.780000,-596.130299,20853025.771383,2980.651497,0.241590,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1894.371848,-811.825422
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.304666,1.430000,1187.946341,21602385.068897,3394.132402,0.304666,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3566.025692,1379.529303
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.462587,-1.170000,-2573.038935,22694651.224200,4288.398224,0.462587,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-6371.776826,-2800.650042
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.820710,0.520000,5616.385452,23784265.672468,5911.984686,0.820710,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,6638.654665,3029.185377
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.302813,-0.910000,9858.739217,24396957.933385,8572.816710,1.302813,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,10044.680985,4414.718287
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.051525,2.080000,-20191.108103,24797790.423443,12619.442565,2.051525,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-27676.552002,-28006.859541
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.803007,-1.690000,33924.439740,25072054.428989,15420.199882,2.803007,4900.269361,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,17361.661536,25529.012332
