case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.149621,0.800000,0.527398,20380962.063704,2.929991,0.149621,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.121835,0.173843
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159453,-0.600000,-0.455445,20615625.754703,3.036297,0.159453,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.600557,-0.587292
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.174992,1.100000,0.703694,20938996.590798,3.198608,0.174992,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.762274,0.731638
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.198713,-0.900000,-0.618230,21352422.547753,3.434612,0.198713,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.545000,-0.596444
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.224559,0.400000,0.882728,21724302.280404,3.678032,0.224559,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.703436,0.684161
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.268668,-0.700000,-0.650656,22228252.435243,4.066598,0.268668,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.926849,-0.911669
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.326396,1.600000,0.906980,22718518.229220,4.534902,0.326396,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.845103,0.868850
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.382152,-1.300000,-0.693507,23068157.935836,4.953620,0.382152,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.360243,-0.372748
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208206,1.040000,0.428278,20357764.784115,3.568987,0.208206,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7.065310,0.450331
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.238649,-0.780000,-0.770485,20853621.128256,3.852425,0.238649,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.446821,-1.049232
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.300957,1.430000,1.535394,21601198.654241,4.386839,0.300957,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-4.610721,1.782783
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.456955,-1.170000,-3.325595,22697220.931908,5.542658,0.456955,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-8.237132,-3.619966
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.810718,0.520000,7.259051,23778656.536075,7.641106,0.810718,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,8.582873,3.915426
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.286952,-0.910000,12.742197,24387111.920504,11.080171,1.286952,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,12.987114,5.706290
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.026548,2.080000,-26.096550,24817955.410020,16.310344,2.026548,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-35.770484,-36.198218
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.768881,-1.690000,43.846570,25038173.801693,19.930259,2.768881,6.333487,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,22.429861,32.995428
