case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.150030,0.800000,0.312512,20380961.849227,1.736177,0.150030,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.072194,0.103011
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159889,-0.600000,-0.269875,20615625.940709,1.799169,0.159889,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.355862,-0.348002
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175471,1.100000,0.416976,20938996.304560,1.895347,0.175471,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.451688,0.433534
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199257,-0.900000,-0.366334,21352422.800193,2.035191,0.199257,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.322941,-0.353425
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225174,0.400000,0.523063,21724301.921354,2.179431,0.225174,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.416824,0.405402
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.269403,-0.700000,-0.385548,22228252.701086,2.409677,0.269403,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.549207,-0.540213
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.327290,1.600000,0.537434,22718517.860568,2.687172,0.327290,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.500769,0.514840
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.383198,-1.300000,-0.410940,23068158.219449,2.935285,0.383198,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-0.213463,-0.220873
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208776,1.040000,0.253778,20357764.610184,2.114816,0.208776,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.186576,0.266845
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.239302,-0.780000,-0.456554,20853621.442841,2.282768,0.239302,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1.449872,-0.621726
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.301781,1.430000,0.909803,21601198.029474,2.599437,0.301781,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.732099,1.056394
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.458206,-1.170000,-1.970593,22697222.288161,3.284321,0.458206,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-4.880943,-2.145024
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.812938,0.520000,4.301377,23778653.580620,4.527765,0.812938,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.085813,2.320100
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.290475,-0.910000,7.550434,24387106.732264,6.565595,1.290475,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7.695562,3.381283
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.032095,2.080000,-15.463604,24817966.048514,9.664752,2.032095,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-21.195928,-21.449383
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.776461,-1.690000,25.981441,25038155.944144,11.809746,2.776461,3.752930,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,13.290891,19.551559
