case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.150030,0.800000,2.424803,20380963.961518,13.471128,0.150030,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.560157,0.799273
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159889,-0.600000,-2.093984,20615624.116601,13.959890,0.159889,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.761162,-2.700176
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175471,1.100000,3.235351,20938999.122935,14.706143,0.175471,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3.504682,3.363827
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199257,-0.900000,-2.842417,21352420.324110,15.791208,0.199257,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.505727,-2.742251
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225174,0.400000,4.058490,21724305.456781,16.910375,0.225174,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3.234166,3.145547
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.269403,-0.700000,-2.991500,22228250.095134,18.696874,0.269403,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-4.261343,-4.191553
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.327290,1.600000,4.169995,22718521.493129,20.849977,0.327290,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3.885506,3.994685
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.383198,-1.300000,-3.188515,23068155.441874,22.775105,0.383198,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1.656279,-1.713774
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208776,1.040000,1.969082,20357766.325489,16.409020,0.208776,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,32.483880,2.070471
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.239302,-0.780000,-3.542435,20853618.356960,17.712173,0.239302,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-11.249708,-4.824023
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.301781,1.430000,7.059232,21601204.178903,20.169235,0.301781,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-21.198531,8.196650
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.458206,-1.170000,-15.289983,22697208.968770,25.483306,0.458206,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-37.871571,-16.643400
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.812938,0.520000,33.374715,23778682.653958,35.131279,0.812938,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,39.461158,18.001829
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.290475,-0.910000,58.584406,24387157.766236,50.942962,1.290475,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,59.710354,26.235628
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.032095,2.080000,-119.983302,24817861.528816,74.989564,2.032095,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-164.460868,-166.427430
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.776461,-1.690000,201.592021,25038331.554724,91.632737,2.776461,29.119278,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,103.125287,151.702068
