case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.150152,0.800000,441.472430,20381403.009266,2452.624609,0.150152,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,101.984197,145.520145
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.160019,-0.600000,-381.241678,20615244.969036,2541.611188,0.160019,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-502.713079,-491.609012
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175614,1.100000,589.045130,20939584.932856,2677.477864,0.175614,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,638.081481,612.436290
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199419,-0.900000,-517.505483,21351905.661206,2875.030464,0.199419,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-456.204547,-499.268087
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225356,0.400000,738.910057,21725040.308531,3078.791906,0.225356,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,588.828796,572.694798
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.269622,-0.700000,-544.648225,22227708.438628,3404.051406,0.269622,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-775.844254,-763.137104
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.327555,1.600000,759.211343,22719276.534742,3796.056713,0.327555,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,707.413966,727.291961
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.383509,-1.300000,-580.517783,23067578.112917,4146.555589,0.383509,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-301.546560,-312.016172
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208945,1.040000,358.501523,20358122.858099,2987.512688,0.208945,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5910.972591,376.862227
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.239496,-0.780000,-644.954321,20852976.945268,3224.771604,0.239496,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2049.634532,-878.317548
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.302026,1.430000,1285.241039,21602482.360955,3672.117253,0.302026,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3857.971183,1492.530578
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.458578,-1.170000,-2783.774923,22694440.484203,4639.624871,0.458578,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-6893.514943,-3030.014775
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.813598,0.520000,6076.376368,23784725.656272,6396.185651,0.813598,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7182.195172,3277.261754
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.291523,-0.910000,10666.185666,24397765.368543,9274.944057,1.291523,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,10867.041200,4776.265557
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.033745,2.080000,-21844.792026,24796136.721741,13652.995016,2.033745,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-29943.362800,-30300.666893
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.778715,-1.690000,36702.905404,25074832.870361,16683.138820,2.778715,5301.609229,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,18784.274495,27619.895691
