case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.152798,0.800000,3.179409,20380964.718892,17.663384,0.152798,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.734479,1.048010
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.162839,-0.600000,-2.745638,20615623.467897,18.304251,0.162839,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.620444,-3.540479
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.178709,1.100000,4.242203,20939000.133023,19.282739,0.178709,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.595350,4.410660
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.202933,-0.900000,-3.726986,21352419.443217,20.705479,0.202933,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.285517,-3.595648
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.229328,0.400000,5.321504,21724306.723950,22.172934,0.229328,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.240649,4.124451
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.274373,-0.700000,-3.922464,22228249.169141,24.515398,0.274373,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-5.587486,-5.495977
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.333328,1.600000,5.467711,22718522.796882,27.338553,0.333328,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.094687,5.237843
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.390268,-1.300000,-4.180790,23068154.456668,29.862786,0.390268,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.171718,-2.247106
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.212627,1.040000,2.581867,20357766.942125,21.515557,0.212627,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,42.592922,2.714807
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.243717,-0.780000,-4.644851,20853617.258958,23.224255,0.243717,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-14.750669,-6.325274
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.307349,1.430000,9.256087,21601206.381325,26.445962,0.307349,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-27.795559,10.747475
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.466659,-1.170000,-20.048272,22697204.218935,33.413787,0.466659,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-49.657299,-21.822875
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.827936,0.520000,43.761027,23778693.055268,46.064239,0.827936,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,51.741561,23.604050
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.314283,-0.910000,76.816051,24387176.021689,66.796566,1.314283,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,78.292345,34.400230
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.069586,2.080000,-157.322468,24817824.227139,98.326543,2.069586,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-215.641597,-218.220150
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.827684,-1.690000,264.328068,25038394.341994,120.149122,2.827684,38.181286,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,135.218297,198.912213
