case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.151691,0.800000,176.003470,20381137.541845,977.797053,0.151691,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,40.658641,58.015005
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.161659,-0.600000,-151.991050,20615474.221304,1013.273667,0.161659,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-200.418180,-195.991442
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.177414,1.100000,234.836832,20939230.726358,1067.440144,0.177414,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,254.386208,244.162229
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.201463,-0.900000,-206.315852,21352216.852881,1146.199180,0.201463,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-181.877114,-199.045239
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.227666,0.400000,294.584044,21724595.984828,1227.433519,0.227666,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,234.750723,228.318403
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.272386,-0.700000,-217.136951,22228035.952666,1357.105944,0.272386,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-309.308320,-304.242518
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.330913,1.600000,302.677634,22718820.004391,1513.388170,0.330913,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,282.027786,289.952565
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.387440,-1.300000,-231.437202,23067927.197429,1653.122872,0.387440,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-120.219743,-124.393276
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.211087,1.040000,142.925147,20357907.283865,1191.042890,0.211087,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2357.324427,150.268857
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.241951,-0.780000,-257.126358,20853364.775685,1285.631792,0.241951,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-816.785157,-350.154779
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.305122,1.430000,512.391866,21601709.514878,1463.976761,0.305122,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1538.444411,594.983270
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.463278,-1.170000,-1109.817991,22696114.445835,1849.696652,0.463278,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2748.645110,-1208.028420
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.821937,0.520000,2422.491761,23781071.780004,2549.991327,0.821937,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2863.909750,1306.617567
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.304761,-0.910000,4252.328252,24391351.524368,3697.676740,1.304761,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4333.402144,1904.251498
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.054592,2.080000,-8708.945184,24809272.589430,5443.090740,2.054592,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-11937.451877,-12080.077587
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.807198,-1.690000,14632.484982,25052762.478422,6651.129537,2.807198,2113.612439,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7486.690235,11011.274896
