case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.150884,0.800000,3.270617,20380964.808186,18.170096,0.150884,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.755549,1.078074
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.160799,-0.600000,-2.824402,20615623.387092,18.829347,0.160799,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.724304,-3.642046
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.176469,1.100000,4.363899,20939000.252481,19.835906,0.176469,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.727178,4.537190
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.200391,-0.900000,-3.833903,21352419.333758,21.299460,0.200391,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.379769,-3.698797
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.226454,0.400000,5.474163,21724306.873735,22.809012,0.226454,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.362301,4.242770
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.270936,-0.700000,-4.034988,22228249.053179,25.218674,0.270936,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-5.747774,-5.653641
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.329151,1.600000,5.624564,22718522.949559,28.122818,0.329151,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.240839,5.388102
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.385378,-1.300000,-4.300725,23068154.331843,30.719464,0.385378,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.234018,-2.311569
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.209963,1.040000,2.655933,20357767.013527,22.132777,0.209963,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,43.814785,2.792687
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.240663,-0.780000,-4.778099,20853617.122657,23.890493,0.240663,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-15.173826,-6.506728
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.303498,1.430000,9.521617,21601206.643005,27.204621,0.303498,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-28.592932,11.055789
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.460812,-1.170000,-20.623400,22697203.637960,34.372333,0.460812,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-51.081822,-22.448910
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.817562,0.520000,45.016405,23778694.300272,47.385689,0.817562,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,53.225874,24.281182
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.297815,-0.910000,79.019683,24387178.208853,68.712768,1.297815,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,80.538321,35.387074
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.043654,2.080000,-161.835598,24817819.688078,101.147249,2.043654,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-221.827736,-224.480259
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.792253,-1.690000,271.910881,25038401.889376,123.595855,2.792253,39.276597,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,139.097335,204.618433
