case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.150542,0.800000,3.642433,20380965.179659,20.235739,0.150542,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.841443,1.200633
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.160434,-0.600000,-3.145490,20615623.065639,20.969935,0.160434,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-4.147697,-4.056086
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.176069,1.100000,4.860003,20939000.748184,22.090923,0.176069,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.264580,5.052994
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199936,-0.900000,-4.269755,21352418.897451,23.720860,0.199936,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.763994,-4.119290
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225941,0.400000,6.096486,21724307.495544,25.402024,0.225941,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.858223,4.725103
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.270321,-0.700000,-4.493700,22228248.593852,28.085625,0.270321,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-6.401202,-6.296367
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.328405,1.600000,6.263984,22718523.588233,31.319922,0.328405,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.836636,6.000641
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.384503,-1.300000,-4.789647,23068153.842047,34.211764,0.384503,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.487990,-2.574356
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.209487,1.040000,2.957869,20357767.314987,24.648911,0.209487,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,48.795787,3.110169
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.240117,-0.780000,-5.321290,20853616.578919,26.606450,0.240117,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-16.898851,-7.246436
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.302809,1.430000,10.604069,21601207.724768,30.297341,0.302809,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-31.843469,12.312653
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.459766,-1.170000,-22.967943,22697201.292372,38.279905,0.459766,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-56.888978,-25.000982
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.815707,0.520000,50.134033,23778699.416046,52.772667,0.815707,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,59.276768,27.041553
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.294871,-0.910000,88.002927,24387187.189153,76.524285,1.294871,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,89.694181,39.410002
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.039017,2.080000,-180.233656,24817801.285383,112.646035,2.039017,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-247.045924,-249.999990
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.785918,-1.690000,302.822697,25038432.794857,137.646681,2.785918,43.741704,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,154.910486,227.880201
