case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.149621,0.800000,4.071194,20380965.607499,22.617745,0.149621,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.940492,1.341963
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159453,-0.600000,-3.515755,20615622.694393,23.438366,0.159453,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-4.635934,-4.533540
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.174992,1.100000,5.432088,20939001.319192,24.691308,0.174992,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.884289,5.647796
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.198713,-0.900000,-4.772360,21352418.393624,26.513109,0.198713,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-4.207064,-4.604183
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.224559,0.400000,6.814120,21724308.211796,28.392168,0.224559,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,5.430098,5.281308
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.268668,-0.700000,-5.022666,22228248.063233,31.391663,0.268668,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-7.154706,-7.037530
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.326396,1.600000,7.001336,22718524.323576,35.006679,0.326396,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,6.523683,6.706993
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.382152,-1.300000,-5.353450,23068153.275893,38.238928,0.382152,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.780858,-2.877391
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208206,1.040000,3.306048,20357767.661885,27.550404,0.208206,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,54.539648,3.476275
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.238649,-0.780000,-5.947674,20853615.951067,29.738371,0.238649,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-18.888076,-8.099435
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.300957,1.430000,11.852304,21601208.971151,33.863727,0.300957,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-35.591840,13.762012
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.456955,-1.170000,-25.671564,22697198.585939,42.785940,0.456955,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-63.585526,-27.943917
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.810718,0.520000,56.035452,23778705.312476,58.984686,0.810718,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,66.254383,30.224689
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.286952,-0.910000,98.362001,24387197.540307,85.532175,1.286952,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,100.252300,44.049062
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.026548,2.080000,-201.449470,24817780.057100,125.905919,2.026548,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-276.126405,-279.428196
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.768881,-1.690000,338.468813,25038468.423936,153.849461,2.768881,48.890663,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,173.145516,254.704626
