case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.152217,0.800000,2.676286,20380964.215188,14.868258,0.152217,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.618252,0.882168
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.162220,-0.600000,-2.311157,20615623.901758,15.407710,0.162220,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.047530,-2.980219
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.178029,1.100000,3.570899,20938999.461040,16.231359,0.178029,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3.868163,3.712699
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.202162,-0.900000,-3.137213,21352420.032219,17.428959,0.202162,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.765604,-3.026658
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.228456,0.400000,4.479408,21724305.880981,18.664198,0.228456,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3.569591,3.471781
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.273330,-0.700000,-3.301757,22228249.788804,20.635980,0.273330,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-4.703299,-4.626271
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.332060,1.600000,4.602478,22718521.930382,23.012388,0.332060,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4.288483,4.408985
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.388784,-1.300000,-3.519205,23068155.116770,25.137176,0.388784,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1.828056,-1.891514
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.211819,1.040000,2.173302,20357766.532751,18.110847,0.211819,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,35.852865,2.285205
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.242790,-0.780000,-3.909831,20853617.993052,19.549153,0.242790,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-12.416452,-5.324336
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.306180,1.430000,7.791366,21601204.915435,22.261044,0.306180,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-23.397086,9.046748
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.464885,-1.170000,-16.875751,22697207.389681,28.126252,0.464885,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-41.799334,-18.369534
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.824787,0.520000,36.836102,23778686.127195,38.774844,0.824787,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,43.553779,19.868850
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.309285,-0.910000,64.660362,24387163.861003,56.226402,1.309285,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,65.903071,28.956598
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.061716,2.080000,-132.427113,24817849.114625,82.766945,2.061716,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-181.517577,-183.688094
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.816931,-1.690000,222.499705,25038352.502879,101.136230,2.816931,32.139322,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,113.820736,167.435523
