case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.150276,0.800000,2.254526,20380963.791487,12.525147,0.150276,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,0.520821,0.743146
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.160151,-0.600000,-1.946938,20615624.263908,12.979586,0.160151,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.567265,-2.510562
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175758,1.100000,3.008156,20938998.896026,13.673435,0.175758,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3.258573,3.127609
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.199583,-0.900000,-2.642815,21352420.524039,14.682303,0.199583,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2.329768,-2.549683
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.225542,0.400000,3.773491,21724305.172150,15.722879,0.225542,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3.007054,2.924658
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.269844,-0.700000,-2.781428,22228250.305647,17.383925,0.269844,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-3.962099,-3.897210
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.327825,1.600000,3.877166,22718521.200835,19.385831,0.327825,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,3.612654,3.714167
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.383824,-1.300000,-2.964608,23068155.666407,21.175771,0.383824,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1.539970,-1.593428
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.209117,1.040000,1.830808,20357766.187556,15.256731,0.209117,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,30.202774,1.925077
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.239693,-0.780000,-3.293675,20853618.606111,16.468373,0.239693,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-10.459718,-4.485266
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.302274,1.430000,6.563513,21601203.683677,18.752893,0.302274,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-19.709912,7.621057
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.458955,-1.170000,-14.216276,22697210.043227,23.693794,0.458955,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-35.212122,-15.474653
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.814267,0.520000,31.031045,23778680.311618,32.664258,0.814267,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,36.690085,16.737689
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.292585,-0.910000,54.470439,24387153.654379,47.365599,1.292585,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,55.517327,24.393286
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.035418,2.080000,-111.557725,24817869.957715,69.723578,2.035418,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-152.911946,-154.740412
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.781000,-1.690000,187.435643,25038317.402885,85.198019,2.781000,27.074438,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,95.883512,141.049107
