epoch_idx,t_s,sat_id,valid,degradation_applied,azimuth_deg,elevation_deg,geometric_range_m,geometric_range_rate_mps,sat_clock_bias_s,sat_clock_drift_mps,tropo_delay_m,dispersive_delay_m,hardware_bias_m,pseudorange_m,pseudorange_sigma_m,range_rate_mps,range_rate_sigma_mps,legacy_snr_db,legacy_lock_metric,legacy_loss_flag,legacy_pr_error_m,legacy_rr_error_mps,measurement_note
0,0.049999,G01,1,0,18.006783,74.141959,20392591.623601,618.770038,2.800833893560e-08,0.050000,2.598701,0.148965,0.800000,20389521.447890,11533.613681,595.440789,191.926965,17.114259,0.217058,1,228.505108,-0.304869,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
0,0.049999,G02,1,0,62.129330,66.178322,20626135.907809,-1880.741106,-1.700500336136e-08,-0.030000,2.732285,0.158621,-0.600000,20625538.545946,11444.656502,-1807.354476,161.499905,17.114259,0.217058,1,228.505108,-0.304869,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
0,0.049999,G03,1,0,109.219277,56.160266,21041227.944853,-4276.503465,1.300333557424e-08,0.020000,3.008528,0.178971,1.100000,21044554.146833,14174.778249,-4358.235148,157.187473,17.114259,0.217058,1,228.505108,-0.304869,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
0,0.049999,G04,1,0,152.236850,45.093330,21659656.241804,-5460.043915,-3.100667114848e-08,-0.040000,3.526292,0.218415,-0.900000,21657727.814657,15159.018629,-5532.171664,200.259346,17.114259,0.217058,1,228.505108,-0.304869,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
0,0.049999,G05,1,0,208.187294,30.998215,22691539.878540,-4431.959732,2.200500336136e-08,0.030000,4.840890,0.325275,0.400000,22681260.131444,19177.890065,-4508.693310,236.930640,17.114259,0.217058,1,228.505108,-0.304869,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
0,0.049999,G06,1,0,253.076699,21.903413,23492210.500338,-1881.305810,-8.003335574239e-09,-0.020000,6.660625,0.486769,-0.700000,23500572.570332,19665.602748,-1827.063139,239.590305,17.114259,0.217058,1,228.505108,-0.304869,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
0,0.049999,G07,1,0,301.946354,14.838159,24185384.437152,1059.910437,3.600166778712e-08,0.010000,9.626218,0.778990,1.600000,24177622.204305,30142.735970,961.676636,269.844149,17.114259,0.217058,1,228.505108,-0.304869,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
0,0.049999,G08,1,0,341.829172,10.822309,24604957.603171,2023.428476,-1.500833893560e-08,-0.050000,12.965062,1.148172,-1.300000,24601843.477530,37372.931413,1915.763298,383.225820,17.114259,0.217058,1,228.505108,-0.304869,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
1,0.149999,G01,1,0,18.020341,74.143712,20392644.758397,436.471565,2.802501714036e-08,0.050000,2.598678,0.149109,0.800000,20390509.983090,5582.260445,411.425022,94.037220,17.451281,0.734049,1,116.074695,-0.477388,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
1,0.149999,G02,1,0,62.133476,66.177027,20625938.203673,-2048.152341,-1.701501028421e-08,-0.030000,2.732313,0.158777,-0.600000,20628364.467051,6616.498873,-1996.927849,96.583913,17.451281,0.734049,1,116.074695,-0.477388,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
1,0.149999,G03,1,0,109.226156,56.155860,21040792.672607,-4378.124705,1.301000685614e-08,0.020000,3.008683,0.179157,1.100000,21043440.212881,6190.140719,-4385.977901,102.744304,17.451281,0.734049,1,116.074695,-0.477388,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
1,0.149999,G04,1,0,152.232903,45.086807,21659107.042988,-5464.979199,-3.102001371229e-08,-0.040000,3.526691,0.218659,-0.900000,21659270.994375,6627.436155,-5442.406486,100.394563,17.451281,0.734049,1,116.074695,-0.477388,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
1,0.149999,G05,1,0,208.183423,30.991924,22691098.753060,-4338.698608,2.201501028421e-08,0.030000,4.841768,0.325666,0.400000,22692097.830044,9664.595543,-4250.337505,124.772682,17.451281,0.734049,1,116.074695,-0.477388,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
1,0.149999,G06,1,0,253.065839,21.898808,23492029.133843,-1718.155601,-8.010006856143e-09,-0.020000,6.661938,0.487365,-0.700000,23494312.303263,11343.591221,-1723.525171,122.940058,17.451281,0.734049,1,116.074695,-0.477388,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
1,0.149999,G07,1,0,301.938925,14.837029,24185499.751922,1243.237537,3.600500342807e-08,0.010000,9.626914,0.779821,1.600000,24190096.239110,14444.276639,1248.048599,165.684852,17.451281,0.734049,1,116.074695,-0.477388,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
1,0.149999,G08,1,0,341.821148,10.825437,24605169.056589,2171.224193,-1.502501714036e-08,-0.050000,12.961560,1.148881,-1.300000,24600276.959380,19050.281659,2153.976116,217.377847,17.451281,0.734049,1,116.074695,-0.477388,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
2,0.249999,G01,1,0,18.033878,74.145238,20392679.504674,253.364009,2.804169534512e-08,0.050000,2.598659,0.148514,0.800000,20396470.593908,6820.081281,297.722637,82.225294,17.502504,0.654914,1,-5.564602,-0.477992,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
2,0.249999,G02,1,0,62.137407,66.175454,20625723.811166,-2212.445488,-1.702501720707e-08,-0.030000,2.732346,0.158148,-0.600000,20625082.888149,6049.672233,-2232.790659,102.792835,17.502504,0.654914,1,-5.564602,-0.477992,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
2,0.249999,G03,1,0,109.232695,56.151211,21040347.482959,-4473.648206,1.301667813805e-08,0.020000,3.008846,0.178456,1.100000,21038334.836572,7724.359284,-4566.018900,105.264885,17.502504,0.654914,1,-5.564602,-0.477992,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
2,0.249999,G04,1,0,152.228592,45.080149,21658557.712477,-5462.688737,-3.103335627609e-08,-0.040000,3.527098,0.217820,-0.900000,21657068.775554,6644.834367,-5491.925979,98.194866,17.502504,0.654914,1,-5.564602,-0.477992,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
2,0.249999,G05,1,0,208.179275,30.985648,22690667.321459,-4239.282943,2.202501720707e-08,0.030000,4.842645,0.324444,0.400000,22690224.868830,8195.316135,-4250.126894,105.229402,17.502504,0.654914,1,-5.564602,-0.477992,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
2,0.249999,G06,1,0,253.054874,21.894361,23491864.339199,-1551.795528,-8.016678138047e-09,-0.020000,6.663206,0.485542,-0.700000,23492232.129374,11818.718752,-1621.575254,114.103047,17.502504,0.654914,1,-5.564602,-0.477992,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
2,0.249999,G07,1,0,301.931593,14.836154,24185633.481803,1425.851829,3.600833906902e-08,0.010000,9.627453,0.776773,1.600000,24194444.713842,15634.934014,1379.842549,169.816539,17.502504,0.654914,1,-5.564602,-0.477992,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
2,0.249999,G08,1,0,341.813398,10.828838,24605395.170923,2314.606004,-1.504169534512e-08,-0.050000,12.957753,1.143863,-1.300000,24619766.237960,22720.544365,2356.491417,188.348300,17.502504,0.654914,1,-5.564602,-0.477992,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
3,0.349999,G01,1,0,18.047378,74.146531,20392695.795586,69.729804,2.805837354988e-08,0.050000,2.598642,0.148085,0.800000,20391744.846124,8835.489605,71.391952,112.294112,17.361587,0.479048,1,-123.893241,-0.491683,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
3,0.349999,G02,1,0,62.141113,66.173604,20625493.057000,-2373.366945,-1.703502412993e-08,-0.030000,2.732384,0.157695,-0.600000,20626300.727696,8335.588503,-2269.966359,138.738075,17.361587,0.479048,1,-123.893241,-0.491683,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
3,0.349999,G03,1,0,109.238886,56.146325,21039892.996894,-4562.926431,1.302334941995e-08,0.020000,3.009017,0.177955,1.100000,21040618.667997,8978.474206,-4557.502696,118.615444,17.361587,0.479048,1,-123.893241,-0.491683,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
3,0.349999,G04,1,0,152.223918,45.073366,21658008.976797,-5453.176000,-3.104669883990e-08,-0.040000,3.527513,0.217225,-0.900000,21650879.879989,10359.360998,-5420.332988,151.321197,17.361587,0.479048,1,-123.893241,-0.491683,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
3,0.349999,G05,1,0,208.174858,30.979396,22690246.194966,-4133.866312,2.203502412993e-08,0.030000,4.843518,0.323584,0.400000,22695575.134192,14731.325217,-4194.197820,175.729204,17.361587,0.479048,1,-123.893241,-0.491683,legacy single-channel background mapped to dynamic multisat observation; legacy sustained-loss interval downweighted
