case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.149716,0.800000,470.916390,20381432.452791,2616.202169,0.149716,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,108.785959,155.225614
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.159554,-0.600000,-406.668555,20615219.541694,2711.123700,0.159554,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-536.241577,-524.396877
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.175103,1.100000,628.331438,20939624.218654,2856.051991,0.175103,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,680.638302,653.282682
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.198839,-0.900000,-552.020462,21351871.145648,3066.780342,0.198839,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-486.630966,-532.566676
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.224701,0.400000,788.191592,21725089.589411,3284.131634,0.224701,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,628.100635,610.890616
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.268838,-0.700000,-580.973486,22227672.112584,3631.084286,0.268838,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-827.589236,-814.034523
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.326604,1.600000,809.846870,22719327.169317,4049.234348,0.326604,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,754.594751,775.798523
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.382394,-1.300000,-619.235360,23067539.394225,4423.109713,0.382394,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-321.657869,-332.825877
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.208338,1.040000,382.411747,20358146.767716,3186.764558,0.208338,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,6304.974342,401.989962
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.238800,-0.780000,-687.969487,20852933.929406,3439.847434,0.238800,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2186.438656,-936.899043
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.301148,1.430000,1370.960065,21602568.079103,3917.028758,0.301148,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-4115.167578,1592.089447
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.457245,-1.170000,-2969.438522,22694254.819271,4949.064203,0.457245,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-7353.163948,-3232.089130
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.811233,0.520000,6481.639702,23785130.917241,6822.778634,0.811233,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7661.045692,3495.820806
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.287769,-0.910000,11377.565886,24398476.745010,9893.535553,1.287769,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,11591.521279,5094.794451
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.027835,2.080000,-23301.728315,24794679.779541,14563.580197,2.027835,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-31940.486131,-32321.567818
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.770639,-1.690000,39150.802128,25077280.759009,17795.819149,2.770639,5655.199544,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,20037.715001,29462.017534
