case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.153136,0.800000,7.078864,20380968.618684,39.327021,0.153136,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,1.635297,2.333363
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.163199,-0.600000,-6.113084,20615620.100810,40.753891,0.163199,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-8.060816,-7.882776
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.179104,1.100000,9.445143,20939005.336359,42.932468,0.179104,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,10.231416,9.820210
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.203382,-0.900000,-8.298029,21352414.872624,46.100159,0.203382,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-7.315111,-8.005608
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.229835,0.400000,11.848177,21724313.251130,49.367406,0.229835,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,9.441683,9.182972
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.274980,-0.700000,-8.733253,22228244.358958,54.582834,0.274980,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-12.440377,-12.236636
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.334065,1.600000,12.173702,22718529.503610,60.868509,0.334065,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,11.343175,11.661908
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.391130,-1.300000,-9.308410,23068149.329911,66.488642,0.391130,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-4.835268,-5.003116
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.213097,1.040000,5.748453,20357770.109181,47.903774,0.213097,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,94.831467,6.044426
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.244256,-0.780000,-10.341628,20853611.562720,51.708142,0.244256,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-32.842151,-14.083045
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.308028,1.430000,20.608413,21601217.734331,58.881181,0.308028,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-61.885799,23.928975
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.467691,-1.170000,-44.636906,22697179.631332,74.394844,0.467691,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-110.560334,-48.587983
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.829766,0.520000,97.432677,23778746.728749,102.560713,0.829766,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,115.200779,52.553709
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.317188,-0.910000,171.028745,24387270.237288,148.720648,1.317188,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,174.315083,76.591084
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.074161,2.080000,-350.273986,24817631.280197,218.921241,2.074161,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-480.119969,-485.860938
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.833935,-1.690000,588.518900,25038718.539077,267.508591,2.833935,85.009543,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,301.060924,442.872397
