case_name,sat_id,azimuth_deg,elevation_deg,geometric_range_m,sat_clock_bias_s,tropo_delay_m,dispersive_delay_m,hardware_bias_m,noise_m,pseudorange_m,sigma_m,legacy_tau_g_m,legacy_tracking_sigma_reference_m,legacy_source_used,formation_note,residual_ls_m,residual_wls_m
A,G01,12.000,74.000,20380846.588381,2.800000000000e-08,2.392492,0.152502,0.800000,167.892099,20381129.431285,932.733881,0.152502,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,38.784836,55.341299
A,G02,58.000,66.000,20615499.037058,-1.700000000000e-08,2.517165,0.162523,-0.600000,-144.986326,20615481.226892,966.575504,0.162523,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-191.181613,-186.958892
A,G03,103.000,58.000,20938875.798361,1.300000000000e-08,2.711054,0.178362,1.100000,224.014041,20939219.904515,1018.245641,0.178362,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,242.662453,232.909663
A,G04,148.000,50.000,21352291.573376,-3.100000000000e-08,3.000328,0.202539,-0.900000,-196.807492,21352226.362318,1093.374955,0.202539,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-173.495058,-189.871960
A,G05,202.000,44.000,21724184.061111,2.200000000000e-08,3.307441,0.228883,0.400000,281.007718,21724582.409718,1170.865493,0.228883,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,223.931904,217.796024
A,G06,248.000,37.000,22228127.303822,-8.000000000000e-09,3.815070,0.273841,-0.700000,-207.129885,22228045.961187,1294.561780,0.273841,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-295.053393,-290.221061
A,G07,302.000,31.000,22718401.734983,3.600000000000e-08,4.453390,0.332681,1.600000,288.728303,22718806.056828,1443.641516,0.332681,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,269.030144,276.589698
A,G08,340.000,27.000,23068030.003492,-1.500000000000e-08,5.046812,0.389510,-1.300000,-220.771088,23067937.865612,1576.936345,0.389510,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-114.679275,-118.660452
B,G01,18.000,75.000,20357648.810294,2.800000000000e-08,2.691525,0.212215,1.040000,136.338237,20357900.698083,1136.151979,0.212215,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2248.706344,143.344196
B,G02,63.000,60.000,20853494.342398,-1.700000000000e-08,3.001223,0.243244,-0.780000,-245.276323,20853376.627013,1226.381616,0.243244,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-779.132235,-334.017182
B,G03,110.000,46.000,21601075.674127,1.300000000000e-08,3.611064,0.306752,1.430000,488.777556,21601685.902197,1396.507302,0.306752,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-1467.553859,567.561175
B,G04,155.000,31.000,22697090.642715,-3.100000000000e-08,5.034267,0.465753,-1.170000,-1058.670445,22696165.595856,1764.450742,0.465753,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-2621.980997,-1152.355903
B,G05,212.000,19.000,23778526.622120,2.200000000000e-08,7.919620,0.826328,0.520000,2310.847771,23780960.140405,2432.471338,0.826328,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,2731.938620,1246.401961
B,G06,258.000,13.000,24386965.055569,-8.000000000000e-09,11.347446,1.311731,-0.910000,4056.353635,24391155.556721,3527.264031,1.311731,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,4133.720212,1816.493676
B,G07,306.000,9.000,24817852.196677,3.600000000000e-08,15.995874,2.065567,2.080000,-8307.581016,24809673.964574,5192.238135,2.065567,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,-11387.292095,-11523.349885
B,G08,346.000,7.000,25037984.331540,-1.500000000000e-08,20.047815,2.822194,-1.690000,13958.126028,25052088.134464,6344.602740,2.822194,2016.203594,tau_g median and tracking error statistics derived from ka_multifreq_receiver_common.py,single_epoch deterministic draw scaled by legacy 1 s sigma,7141.594009,10503.803045
